"","ppt","sex","age","condition","item_type","item","resp","item_type_rc_1","item_type_rc_2","cond_rc"
"3903","I26","H",18,"Imagery","Studied","Alcool",4,1,-1,-0.5
"3904","I26","H",18,"Imagery","Studied","Amende",4,1,-1,-0.5
"3905","I26","H",18,"Imagery","Unstudied","Arbre",1,-1,-1,-0.5
"3906","I26","H",18,"Imagery","Unstudied","Argent",1,-1,-1,-0.5
"3907","I26","H",18,"Imagery","Unstudied","Armée",1,-1,-1,-0.5
"3908","I26","H",18,"Imagery","Unstudied","Bain",1,-1,-1,-0.5
"3909","I26","H",18,"Imagery","Studied","Barrique",3,1,-1,-0.5
"3910","I26","H",18,"Imagery","Unstudied","Bois",1,-1,-1,-0.5
"3911","I26","H",18,"Imagery","Studied","Botte",4,1,-1,-0.5
"3912","I26","H",18,"Imagery","Studied","Bureau",4,1,-1,-0.5
"3913","I26","H",18,"Imagery","Unstudied","Canon",1,-1,-1,-0.5
"3914","I26","H",18,"Imagery","Studied","Chaise",4,1,-1,-0.5
"3915","I26","H",18,"Imagery","Studied","Chalet",4,1,-1,-0.5
"3916","I26","H",18,"Imagery","Lure","Chaussure",1,0,2,-0.5
"3917","I26","H",18,"Imagery","Unstudied","Chêne",1,-1,-1,-0.5
"3918","I26","H",18,"Imagery","Studied","Clé",4,1,-1,-0.5
"3919","I26","H",18,"Imagery","Studied","Clocher",4,1,-1,-0.5
"3920","I26","H",18,"Imagery","Studied","Couverture",4,1,-1,-0.5
"3921","I26","H",18,"Imagery","Studied","Croix",4,1,-1,-0.5
"3922","I26","H",18,"Imagery","Lure","Eglise",1,0,2,-0.5
"3923","I26","H",18,"Imagery","Lure","Fauteuil",1,0,2,-0.5
"3924","I26","H",18,"Imagery","Studied","Fenêtre",4,1,-1,-0.5
"3925","I26","H",18,"Imagery","Unstudied","Feu",1,-1,-1,-0.5
"3926","I26","H",18,"Imagery","Unstudied","Flamme",1,-1,-1,-0.5
"3927","I26","H",18,"Imagery","Unstudied","Forêt",1,-1,-1,-0.5
"3928","I26","H",18,"Imagery","Unstudied","Fumée",1,-1,-1,-0.5
"3929","I26","H",18,"Imagery","Unstudied","Fusil",1,-1,-1,-0.5
"3930","I26","H",18,"Imagery","Unstudied","Gare",1,-1,-1,-0.5
"3931","I26","H",18,"Imagery","Unstudied","Incendie",1,-1,-1,-0.5
"3932","I26","H",18,"Imagery","Studied","Ivresse",4,1,-1,-0.5
"3933","I26","H",18,"Imagery","Lure","Laine",1,0,2,-0.5
"3934","I26","H",18,"Imagery","Unstudied","Lavande",1,-1,-1,-0.5
"3935","I26","H",18,"Imagery","Studied","Luge",4,1,-1,-0.5
"3936","I26","H",18,"Imagery","Unstudied","Métal",1,-1,-1,-0.5
"3937","I26","H",18,"Imagery","Unstudied","Métro",1,-1,-1,-0.5
"3938","I26","H",18,"Imagery","Studied","Miel",4,1,-1,-0.5
"3939","I26","H",18,"Imagery","Studied","Moteur",4,1,-1,-0.5
"3940","I26","H",18,"Imagery","Unstudied","Mousse",1,-1,-1,-0.5
"3941","I26","H",18,"Imagery","Studied","Mouton",4,1,-1,-0.5
"3942","I26","H",18,"Imagery","Lure","Neige",1,0,2,-0.5
"3943","I26","H",18,"Imagery","Studied","Nid",1,1,-1,-0.5
"3944","I26","H",18,"Imagery","Unstudied","Or",1,-1,-1,-0.5
"3945","I26","H",18,"Imagery","Studied","Pantoufle",4,1,-1,-0.5
"3946","I26","H",18,"Imagery","Studied","Pied",4,1,-1,-0.5
"3947","I26","H",18,"Imagery","Lure","Porte",2,0,2,-0.5
"3948","I26","H",18,"Imagery","Studied","Prêtre",4,1,-1,-0.5
"3949","I26","H",18,"Imagery","Studied","Reine",4,1,-1,-0.5
"3950","I26","H",18,"Imagery","Unstudied","Salaire",1,-1,-1,-0.5
"3951","I26","H",18,"Imagery","Unstudied","Savon",1,-1,-1,-0.5
"3952","I26","H",18,"Imagery","Studied","Semelle",4,1,-1,-0.5
"3953","I26","H",18,"Imagery","Studied","Seuil",4,1,-1,-0.5
"3954","I26","H",18,"Imagery","Studied","Ski",4,1,-1,-0.5
"3955","I26","H",18,"Imagery","Unstudied","Soldat",1,-1,-1,-0.5
"3956","I26","H",18,"Imagery","Unstudied","Train",1,-1,-1,-0.5
"3957","I26","H",18,"Imagery","Studied","Tricot",4,1,-1,-0.5
"3958","I26","H",18,"Imagery","Lure","Vin",1,0,2,-0.5
"3959","I26","H",18,"Imagery","Lure","Voiture",1,0,2,-0.5
"3960","I26","H",18,"Imagery","Unstudied","Wagon",1,-1,-1,-0.5
"3961","I27","H",24,"Imagery","Lure","Abeille",4,0,2,-0.5
"3962","I27","H",24,"Imagery","Studied","Accident",4,1,-1,-0.5
"3963","I27","H",24,"Imagery","Studied","Alcool",4,1,-1,-0.5
"3964","I27","H",24,"Imagery","Studied","Amende",4,1,-1,-0.5
"3965","I27","H",24,"Imagery","Unstudied","Arbre",1,-1,-1,-0.5
"3966","I27","H",24,"Imagery","Unstudied","Argent",1,-1,-1,-0.5
"3967","I27","H",24,"Imagery","Unstudied","Armée",1,-1,-1,-0.5
"3968","I27","H",24,"Imagery","Unstudied","Bain",1,-1,-1,-0.5
"3969","I27","H",24,"Imagery","Studied","Barrique",4,1,-1,-0.5
"3970","I27","H",24,"Imagery","Unstudied","Bois",1,-1,-1,-0.5
"3971","I27","H",24,"Imagery","Studied","Botte",4,1,-1,-0.5
"3972","I27","H",24,"Imagery","Studied","Bureau",4,1,-1,-0.5
"3973","I27","H",24,"Imagery","Unstudied","Canon",1,-1,-1,-0.5
"3974","I27","H",24,"Imagery","Studied","Chaise",4,1,-1,-0.5
"3975","I27","H",24,"Imagery","Studied","Chalet",4,1,-1,-0.5
"3976","I27","H",24,"Imagery","Lure","Chaussure",4,0,2,-0.5
"3977","I27","H",24,"Imagery","Unstudied","Chêne",1,-1,-1,-0.5
"3978","I27","H",24,"Imagery","Studied","Clé",1,1,-1,-0.5
"3979","I27","H",24,"Imagery","Studied","Clocher",4,1,-1,-0.5
"3980","I27","H",24,"Imagery","Studied","Couverture",4,1,-1,-0.5
"3981","I27","H",24,"Imagery","Studied","Croix",4,1,-1,-0.5
"3982","I27","H",24,"Imagery","Lure","Eglise",4,0,2,-0.5
"3983","I27","H",24,"Imagery","Lure","Fauteuil",4,0,2,-0.5
"3984","I27","H",24,"Imagery","Studied","Fenêtre",4,1,-1,-0.5
"3985","I27","H",24,"Imagery","Unstudied","Feu",1,-1,-1,-0.5
"3986","I27","H",24,"Imagery","Unstudied","Flamme",1,-1,-1,-0.5
"3987","I27","H",24,"Imagery","Unstudied","Forêt",2,-1,-1,-0.5
"3988","I27","H",24,"Imagery","Unstudied","Fumée",1,-1,-1,-0.5
"3989","I27","H",24,"Imagery","Unstudied","Fusil",1,-1,-1,-0.5
"3990","I27","H",24,"Imagery","Unstudied","Gare",1,-1,-1,-0.5
"3991","I27","H",24,"Imagery","Unstudied","Incendie",1,-1,-1,-0.5
"3992","I27","H",24,"Imagery","Studied","Ivresse",3,1,-1,-0.5
"3993","I27","H",24,"Imagery","Lure","Laine",4,0,2,-0.5
"3994","I27","H",24,"Imagery","Unstudied","Lavande",1,-1,-1,-0.5
"3995","I27","H",24,"Imagery","Studied","Luge",4,1,-1,-0.5
"3996","I27","H",24,"Imagery","Unstudied","Métal",1,-1,-1,-0.5
"3997","I27","H",24,"Imagery","Unstudied","Métro",1,-1,-1,-0.5
"3998","I27","H",24,"Imagery","Studied","Miel",1,1,-1,-0.5
"3999","I27","H",24,"Imagery","Studied","Moteur",4,1,-1,-0.5
"4000","I27","H",24,"Imagery","Unstudied","Mousse",1,-1,-1,-0.5
"4001","I27","H",24,"Imagery","Studied","Mouton",4,1,-1,-0.5
"4002","I27","H",24,"Imagery","Lure","Neige",1,0,2,-0.5
"4003","I27","H",24,"Imagery","Studied","Nid",4,1,-1,-0.5
"4004","I27","H",24,"Imagery","Unstudied","Or",1,-1,-1,-0.5
"4005","I27","H",24,"Imagery","Studied","Pantoufle",4,1,-1,-0.5
"4006","I27","H",24,"Imagery","Studied","Pied",4,1,-1,-0.5
"4007","I27","H",24,"Imagery","Lure","Porte",4,0,2,-0.5
"4008","I27","H",24,"Imagery","Studied","Prêtre",4,1,-1,-0.5
"4009","I27","H",24,"Imagery","Studied","Reine",4,1,-1,-0.5
"4010","I27","H",24,"Imagery","Unstudied","Salaire",1,-1,-1,-0.5
"4011","I27","H",24,"Imagery","Unstudied","Savon",1,-1,-1,-0.5
"4012","I27","H",24,"Imagery","Studied","Semelle",4,1,-1,-0.5
"4013","I27","H",24,"Imagery","Studied","Seuil",2,1,-1,-0.5
"4014","I27","H",24,"Imagery","Studied","Ski",4,1,-1,-0.5
"4015","I27","H",24,"Imagery","Unstudied","Soldat",1,-1,-1,-0.5
"4016","I27","H",24,"Imagery","Unstudied","Train",1,-1,-1,-0.5
"4017","I27","H",24,"Imagery","Studied","Tricot",4,1,-1,-0.5
"4018","I27","H",24,"Imagery","Lure","Vin",2,0,2,-0.5
"4019","I27","H",24,"Imagery","Lure","Voiture",1,0,2,-0.5
"4020","I27","H",24,"Imagery","Unstudied","wagon",1,-1,-1,-0.5
"4021","I28","F",20,"Imagery","Lure","Abeille",3,0,2,-0.5
"4022","I28","F",20,"Imagery","Studied","Accident",4,1,-1,-0.5
"4023","I28","F",20,"Imagery","Studied","Alcool",4,1,-1,-0.5
"4024","I28","F",20,"Imagery","Studied","Amende",4,1,-1,-0.5
"4025","I28","F",20,"Imagery","Unstudied","Arbre",4,-1,-1,-0.5
"4026","I28","F",20,"Imagery","Unstudied","Argent",1,-1,-1,-0.5
"4027","I28","F",20,"Imagery","Unstudied","Armée",1,-1,-1,-0.5
"4028","I28","F",20,"Imagery","Unstudied","Bain",1,-1,-1,-0.5
"4029","I28","F",20,"Imagery","Studied","Barrique",4,1,-1,-0.5
"4030","I28","F",20,"Imagery","Unstudied","Bois",1,-1,-1,-0.5
"4031","I28","F",20,"Imagery","Studied","Botte",4,1,-1,-0.5
"4032","I28","F",20,"Imagery","Studied","Bureau",4,1,-1,-0.5
"4033","I28","F",20,"Imagery","Unstudied","Canon",1,-1,-1,-0.5
"4034","I28","F",20,"Imagery","Studied","Chaise",4,1,-1,-0.5
"4035","I28","F",20,"Imagery","Studied","Chalet",4,1,-1,-0.5
"4036","I28","F",20,"Imagery","Lure","Chaussure",2,0,2,-0.5
"4037","I28","F",20,"Imagery","Unstudied","Chêne",1,-1,-1,-0.5
"4038","I28","F",20,"Imagery","Studied","Clé",4,1,-1,-0.5
"4039","I28","F",20,"Imagery","Studied","Clocher",4,1,-1,-0.5
"4040","I28","F",20,"Imagery","Studied","Couverture",4,1,-1,-0.5
"4041","I28","F",20,"Imagery","Studied","Croix",4,1,-1,-0.5
"4042","I28","F",20,"Imagery","Lure","Eglise",1,0,2,-0.5
"4043","I28","F",20,"Imagery","Lure","Fauteuil",4,0,2,-0.5
"4044","I28","F",20,"Imagery","Studied","Fenêtre",4,1,-1,-0.5
"4045","I28","F",20,"Imagery","Unstudied","Feu",1,-1,-1,-0.5
"4046","I28","F",20,"Imagery","Unstudied","Flamme",1,-1,-1,-0.5
"4047","I28","F",20,"Imagery","Unstudied","Forêt",3,-1,-1,-0.5
"4048","I28","F",20,"Imagery","Unstudied","Fumée",1,-1,-1,-0.5
"4049","I28","F",20,"Imagery","Unstudied","Fusil",1,-1,-1,-0.5
"4050","I28","F",20,"Imagery","Unstudied","Gare",1,-1,-1,-0.5
"4051","I28","F",20,"Imagery","Unstudied","Incendie",1,-1,-1,-0.5
"4052","I28","F",20,"Imagery","Studied","Ivresse",4,1,-1,-0.5
"4053","I28","F",20,"Imagery","Lure","Laine",1,0,2,-0.5
"4054","I28","F",20,"Imagery","Unstudied","Lavande",1,-1,-1,-0.5
"4055","I28","F",20,"Imagery","Studied","Luge",4,1,-1,-0.5
"4056","I28","F",20,"Imagery","Unstudied","Métal",1,-1,-1,-0.5
"4057","I28","F",20,"Imagery","Unstudied","Métro",1,-1,-1,-0.5
"4058","I28","F",20,"Imagery","Studied","Miel",4,1,-1,-0.5
"4059","I28","F",20,"Imagery","Studied","Moteur",4,1,-1,-0.5
"4060","I28","F",20,"Imagery","Unstudied","Mousse",1,-1,-1,-0.5
"4061","I28","F",20,"Imagery","Studied","Mouton",4,1,-1,-0.5
"4062","I28","F",20,"Imagery","Lure","Neige",1,0,2,-0.5
"4063","I28","F",20,"Imagery","Studied","Nid",4,1,-1,-0.5
"4064","I28","F",20,"Imagery","Unstudied","Or",1,-1,-1,-0.5
"4065","I28","F",20,"Imagery","Studied","Pantoufle",4,1,-1,-0.5
"4066","I28","F",20,"Imagery","Studied","Pied",4,1,-1,-0.5
"4067","I28","F",20,"Imagery","Lure","Porte",1,0,2,-0.5
"4068","I28","F",20,"Imagery","Studied","Prêtre",4,1,-1,-0.5
"4069","I28","F",20,"Imagery","Studied","Reine",4,1,-1,-0.5
"4070","I28","F",20,"Imagery","Unstudied","Salaire",1,-1,-1,-0.5
"4071","I28","F",20,"Imagery","Unstudied","Savon",1,-1,-1,-0.5
"4072","I28","F",20,"Imagery","Studied","Semelle",4,1,-1,-0.5
"4073","I28","F",20,"Imagery","Studied","Seuil",1,1,-1,-0.5
"4074","I28","F",20,"Imagery","Studied","Ski",3,1,-1,-0.5
"4075","I28","F",20,"Imagery","Unstudied","Soldat",1,-1,-1,-0.5
"4076","I28","F",20,"Imagery","Unstudied","Train",1,-1,-1,-0.5
"4077","I28","F",20,"Imagery","Studied","Tricot",4,1,-1,-0.5
"4078","I28","F",20,"Imagery","Lure","Vin",1,0,2,-0.5
"4079","I28","F",20,"Imagery","Lure","Voiture",2,0,2,-0.5
"4080","I28","F",20,"Imagery","Unstudied","Wagon",1,-1,-1,-0.5
"4081","I29","F",19,"Imagery","Lure","Abeille",2,0,2,-0.5
"4082","I29","F",19,"Imagery","Studied","Accident",4,1,-1,-0.5
"4083","I29","F",19,"Imagery","Studied","Alcool",4,1,-1,-0.5
"4084","I29","F",19,"Imagery","Studied","Amende",4,1,-1,-0.5
"4085","I29","F",19,"Imagery","Unstudied","Arbre",1,-1,-1,-0.5
"4086","I29","F",19,"Imagery","Unstudied","Argent",1,-1,-1,-0.5
"4087","I29","F",19,"Imagery","Unstudied","Armée",1,-1,-1,-0.5
"4088","I29","F",19,"Imagery","Unstudied","Bain",1,-1,-1,-0.5
"4089","I29","F",19,"Imagery","Studied","Barrique",4,1,-1,-0.5
"4090","I29","F",19,"Imagery","Unstudied","Bois",1,-1,-1,-0.5
"4091","I29","F",19,"Imagery","Studied","Botte",4,1,-1,-0.5
"4092","I29","F",19,"Imagery","Studied","Bureau",4,1,-1,-0.5
"4093","I29","F",19,"Imagery","Unstudied","Canon",1,-1,-1,-0.5
"4094","I29","F",19,"Imagery","Studied","Chaise",4,1,-1,-0.5
"4095","I29","F",19,"Imagery","Studied","Chalet",4,1,-1,-0.5
"4096","I29","F",19,"Imagery","Lure","Chaussure",3,0,2,-0.5
"4097","I29","F",19,"Imagery","Unstudied","Chêne",1,-1,-1,-0.5
"4098","I29","F",19,"Imagery","Studied","Clé",4,1,-1,-0.5
"4099","I29","F",19,"Imagery","Studied","Clocher",4,1,-1,-0.5
"4100","I29","F",19,"Imagery","Studied","Couverture",4,1,-1,-0.5
"4101","I29","F",19,"Imagery","Studied","Croix",4,1,-1,-0.5
"4102","I29","F",19,"Imagery","Lure","Eglise",1,0,2,-0.5
"4103","I29","F",19,"Imagery","Lure","Fauteuil",2,0,2,-0.5
"4104","I29","F",19,"Imagery","Studied","Fenêtre",4,1,-1,-0.5
"4105","I29","F",19,"Imagery","Unstudied","Feu",1,-1,-1,-0.5
"4106","I29","F",19,"Imagery","Unstudied","Flamme",1,-1,-1,-0.5
"4107","I29","F",19,"Imagery","Unstudied","Forêt",2,-1,-1,-0.5
"4108","I29","F",19,"Imagery","Unstudied","Fumée",1,-1,-1,-0.5
"4109","I29","F",19,"Imagery","Unstudied","Fusil",1,-1,-1,-0.5
"4110","I29","F",19,"Imagery","Unstudied","Gare",1,-1,-1,-0.5
"4111","I29","F",19,"Imagery","Unstudied","Incendie",2,-1,-1,-0.5
"4112","I29","F",19,"Imagery","Studied","Ivresse",4,1,-1,-0.5
"4113","I29","F",19,"Imagery","Lure","Laine",4,0,2,-0.5
"4114","I29","F",19,"Imagery","Unstudied","Lavande",1,-1,-1,-0.5
"4115","I29","F",19,"Imagery","Studied","Luge",4,1,-1,-0.5
"4116","I29","F",19,"Imagery","Unstudied","Métal",1,-1,-1,-0.5
"4117","I29","F",19,"Imagery","Unstudied","Métro",1,-1,-1,-0.5
"4118","I29","F",19,"Imagery","Studied","Miel",4,1,-1,-0.5
"4119","I29","F",19,"Imagery","Studied","Moteur",4,1,-1,-0.5
"4120","I29","F",19,"Imagery","Unstudied","Mousse",1,-1,-1,-0.5
"4121","I29","F",19,"Imagery","Studied","Mouton",4,1,-1,-0.5
"4122","I29","F",19,"Imagery","Lure","Neige",2,0,2,-0.5
"4123","I29","F",19,"Imagery","Studied","Nid",4,1,-1,-0.5
"4124","I29","F",19,"Imagery","Unstudied","Or",1,-1,-1,-0.5
"4125","I29","F",19,"Imagery","Studied","Pantoufle",4,1,-1,-0.5
"4126","I29","F",19,"Imagery","Studied","Pied",4,1,-1,-0.5
"4127","I29","F",19,"Imagery","Lure","Porte",2,0,2,-0.5
"4128","I29","F",19,"Imagery","Studied","Prêtre",4,1,-1,-0.5
"4129","I29","F",19,"Imagery","Studied","Reine",4,1,-1,-0.5
"4130","I29","F",19,"Imagery","Unstudied","Salaire",1,-1,-1,-0.5
"4131","I29","F",19,"Imagery","Unstudied","Savon",1,-1,-1,-0.5
"4132","I29","F",19,"Imagery","Studied","Semelle",4,1,-1,-0.5
"4133","I29","F",19,"Imagery","Studied","Seuil",1,1,-1,-0.5
"4134","I29","F",19,"Imagery","Studied","Ski",4,1,-1,-0.5
"4135","I29","F",19,"Imagery","Unstudied","Soldat",1,-1,-1,-0.5
"4136","I29","F",19,"Imagery","Unstudied","Train",1,-1,-1,-0.5
"4137","I29","F",19,"Imagery","Studied","Tricot",4,1,-1,-0.5
"4138","I29","F",19,"Imagery","Lure","Vin",1,0,2,-0.5
"4139","I29","F",19,"Imagery","Lure","Voiture",3,0,2,-0.5
"4140","I29","F",19,"Imagery","Unstudied","Wagon",1,-1,-1,-0.5
"4141","I30","F",21,"Imagery","Lure","Abeille",2,0,2,-0.5
"4142","I30","F",21,"Imagery","Studied","Accident",4,1,-1,-0.5
"4143","I30","F",21,"Imagery","Studied","Alcool",4,1,-1,-0.5
"4144","I30","F",21,"Imagery","Studied","Amende",4,1,-1,-0.5
"4145","I30","F",21,"Imagery","Unstudied","Arbre",1,-1,-1,-0.5
"4146","I30","F",21,"Imagery","Unstudied","Argent",1,-1,-1,-0.5
"4147","I30","F",21,"Imagery","Unstudied","Armée",1,-1,-1,-0.5
"4148","I30","F",21,"Imagery","Unstudied","Bain",1,-1,-1,-0.5
"4149","I30","F",21,"Imagery","Studied","Barrique",4,1,-1,-0.5
"4150","I30","F",21,"Imagery","Unstudied","Bois",1,-1,-1,-0.5
"4151","I30","F",21,"Imagery","Studied","Botte",4,1,-1,-0.5
"4152","I30","F",21,"Imagery","Studied","Bureau",4,1,-1,-0.5
"4153","I30","F",21,"Imagery","Unstudied","Canon",1,-1,-1,-0.5
"4154","I30","F",21,"Imagery","Studied","Chaise",3,1,-1,-0.5
"4155","I30","F",21,"Imagery","Studied","Chalet",4,1,-1,-0.5
"4156","I30","F",21,"Imagery","Lure","Chaussure",3,0,2,-0.5
"4157","I30","F",21,"Imagery","Unstudied","Chêne",1,-1,-1,-0.5
"4158","I30","F",21,"Imagery","Studied","Clé",4,1,-1,-0.5
"4159","I30","F",21,"Imagery","Studied","Clocher",4,1,-1,-0.5
"4160","I30","F",21,"Imagery","Studied","Couverture",4,1,-1,-0.5
"4161","I30","F",21,"Imagery","Studied","Croix",4,1,-1,-0.5
"4162","I30","F",21,"Imagery","Lure","Eglise",4,0,2,-0.5
"4163","I30","F",21,"Imagery","Lure","Fauteuil",4,0,2,-0.5
"4164","I30","F",21,"Imagery","Studied","Fenêtre",4,1,-1,-0.5
"4165","I30","F",21,"Imagery","Unstudied","Feu",2,-1,-1,-0.5
"4166","I30","F",21,"Imagery","Unstudied","Flamme",1,-1,-1,-0.5
"4167","I30","F",21,"Imagery","Unstudied","Forêt",2,-1,-1,-0.5
"4168","I30","F",21,"Imagery","Unstudied","Fumée",1,-1,-1,-0.5
"4169","I30","F",21,"Imagery","Unstudied","Fusil",2,-1,-1,-0.5
"4170","I30","F",21,"Imagery","Unstudied","Gare",1,-1,-1,-0.5
"4171","I30","F",21,"Imagery","Unstudied","Incendie",1,-1,-1,-0.5
"4172","I30","F",21,"Imagery","Studied","Ivresse",4,1,-1,-0.5
"4173","I30","F",21,"Imagery","Lure","Laine",4,0,2,-0.5
"4174","I30","F",21,"Imagery","Unstudied","Lavande",1,-1,-1,-0.5
"4175","I30","F",21,"Imagery","Studied","Luge",4,1,-1,-0.5
"4176","I30","F",21,"Imagery","Unstudied","Métal",1,-1,-1,-0.5
"4177","I30","F",21,"Imagery","Unstudied","Métro",1,-1,-1,-0.5
"4178","I30","F",21,"Imagery","Studied","Miel",4,1,-1,-0.5
"4179","I30","F",21,"Imagery","Studied","Moteur",4,1,-1,-0.5
"4180","I30","F",21,"Imagery","Unstudied","Mousse",1,-1,-1,-0.5
"4181","I30","F",21,"Imagery","Studied","Mouton",4,1,-1,-0.5
"4182","I30","F",21,"Imagery","Lure","Neige",1,0,2,-0.5
"4183","I30","F",21,"Imagery","Studied","Nid",4,1,-1,-0.5
"4184","I30","F",21,"Imagery","Unstudied","Or",1,-1,-1,-0.5
"4185","I30","F",21,"Imagery","Studied","Pantoufle",4,1,-1,-0.5
"4186","I30","F",21,"Imagery","Studied","Pied",4,1,-1,-0.5
"4187","I30","F",21,"Imagery","Lure","Porte",4,0,2,-0.5
"4188","I30","F",21,"Imagery","Studied","Prêtre",4,1,-1,-0.5
"4189","I30","F",21,"Imagery","Studied","Reine",4,1,-1,-0.5
"4190","I30","F",21,"Imagery","Unstudied","Salaire",1,-1,-1,-0.5
"4191","I30","F",21,"Imagery","Unstudied","Savon",1,-1,-1,-0.5
"4192","I30","F",21,"Imagery","Studied","Semelle",2,1,-1,-0.5
"4193","I30","F",21,"Imagery","Studied","Seuil",1,1,-1,-0.5
"4194","I30","F",21,"Imagery","Studied","Ski",4,1,-1,-0.5
"4195","I30","F",21,"Imagery","Unstudied","Soldat",1,-1,-1,-0.5
"4196","I30","F",21,"Imagery","Unstudied","Train",1,-1,-1,-0.5
"4197","I30","F",21,"Imagery","Studied","Tricot",4,1,-1,-0.5
"4198","I30","F",21,"Imagery","Lure","Vin",4,0,2,-0.5
"4199","I30","F",21,"Imagery","Lure","Voiture",4,0,2,-0.5
"4200","I30","F",21,"Imagery","Unstudied","Wagon",1,-1,-1,-0.5
"4201","I31","F",26,"Imagery","Lure","Abeille",1,0,2,-0.5
"4202","I31","F",26,"Imagery","Studied","Accident",4,1,-1,-0.5
"4203","I31","F",26,"Imagery","Studied","Alcool",4,1,-1,-0.5
"4204","I31","F",26,"Imagery","Studied","Amende",4,1,-1,-0.5
"4205","I31","F",26,"Imagery","Unstudied","Arbre",1,-1,-1,-0.5
"4206","I31","F",26,"Imagery","Unstudied","Argent",1,-1,-1,-0.5
"4207","I31","F",26,"Imagery","Unstudied","Armée",1,-1,-1,-0.5
"4208","I31","F",26,"Imagery","Unstudied","Bain",1,-1,-1,-0.5
"4209","I31","F",26,"Imagery","Studied","Barrique",4,1,-1,-0.5
"4210","I31","F",26,"Imagery","Unstudied","Bois",1,-1,-1,-0.5
"4211","I31","F",26,"Imagery","Studied","Botte",4,1,-1,-0.5
"4212","I31","F",26,"Imagery","Studied","Bureau",4,1,-1,-0.5
"4213","I31","F",26,"Imagery","Unstudied","Canon",1,-1,-1,-0.5
"4214","I31","F",26,"Imagery","Studied","Chaise",4,1,-1,-0.5
"4215","I31","F",26,"Imagery","Studied","Chalet",4,1,-1,-0.5
"4216","I31","F",26,"Imagery","Lure","Chaussure",4,0,2,-0.5
"4217","I31","F",26,"Imagery","Unstudied","Chêne",1,-1,-1,-0.5
"4218","I31","F",26,"Imagery","Studied","Clé",4,1,-1,-0.5
"4219","I31","F",26,"Imagery","Studied","Clocher",4,1,-1,-0.5
"4220","I31","F",26,"Imagery","Studied","Couverture",4,1,-1,-0.5
"4221","I31","F",26,"Imagery","Studied","Croix",4,1,-1,-0.5
"4222","I31","F",26,"Imagery","Lure","Eglise",1,0,2,-0.5
"4223","I31","F",26,"Imagery","Lure","Fauteuil",1,0,2,-0.5
"4224","I31","F",26,"Imagery","Studied","Fenêtre",4,1,-1,-0.5
"4225","I31","F",26,"Imagery","Unstudied","Feu",1,-1,-1,-0.5
"4226","I31","F",26,"Imagery","Unstudied","Flamme",1,-1,-1,-0.5
"4227","I31","F",26,"Imagery","Unstudied","Forêt",1,-1,-1,-0.5
"4228","I31","F",26,"Imagery","Unstudied","Fumée",1,-1,-1,-0.5
"4229","I31","F",26,"Imagery","Unstudied","Fusil",1,-1,-1,-0.5
"4230","I31","F",26,"Imagery","Unstudied","Gare",1,-1,-1,-0.5
"4231","I31","F",26,"Imagery","Unstudied","Incendie",1,-1,-1,-0.5
"4232","I31","F",26,"Imagery","Studied","Ivresse",4,1,-1,-0.5
"4233","I31","F",26,"Imagery","Lure","Laine",1,0,2,-0.5
"4234","I31","F",26,"Imagery","Unstudied","Lavande",1,-1,-1,-0.5
"4235","I31","F",26,"Imagery","Studied","Luge",4,1,-1,-0.5
"4236","I31","F",26,"Imagery","Unstudied","Métal",1,-1,-1,-0.5
"4237","I31","F",26,"Imagery","Unstudied","Métro",1,-1,-1,-0.5
"4238","I31","F",26,"Imagery","Studied","Miel",4,1,-1,-0.5
"4239","I31","F",26,"Imagery","Studied","Moteur",4,1,-1,-0.5
"4240","I31","F",26,"Imagery","Unstudied","Mousse",1,-1,-1,-0.5
"4241","I31","F",26,"Imagery","Studied","Mouton",4,1,-1,-0.5
"4242","I31","F",26,"Imagery","Lure","Neige",1,0,2,-0.5
"4243","I31","F",26,"Imagery","Studied","Nid",1,1,-1,-0.5
"4244","I31","F",26,"Imagery","Unstudied","Or",1,-1,-1,-0.5
"4245","I31","F",26,"Imagery","Studied","Pantoufle",3,1,-1,-0.5
"4246","I31","F",26,"Imagery","Studied","Pied",4,1,-1,-0.5
"4247","I31","F",26,"Imagery","Lure","Porte",1,0,2,-0.5
"4248","I31","F",26,"Imagery","Studied","Prêtre",4,1,-1,-0.5
"4249","I31","F",26,"Imagery","Studied","Reine",4,1,-1,-0.5
"4250","I31","F",26,"Imagery","Unstudied","Salaire",1,-1,-1,-0.5
"4251","I31","F",26,"Imagery","Unstudied","Savon",1,-1,-1,-0.5
"4252","I31","F",26,"Imagery","Studied","Semelle",4,1,-1,-0.5
"4253","I31","F",26,"Imagery","Studied","Seuil",4,1,-1,-0.5
"4254","I31","F",26,"Imagery","Studied","Ski",4,1,-1,-0.5
"4255","I31","F",26,"Imagery","Unstudied","Soldat",1,-1,-1,-0.5
"4256","I31","F",26,"Imagery","Unstudied","Train",1,-1,-1,-0.5
"4257","I31","F",26,"Imagery","Studied","Tricot",4,1,-1,-0.5
"4258","I31","F",26,"Imagery","Lure","Vin",1,0,2,-0.5
"4259","I31","F",26,"Imagery","Lure","Voiture",4,0,2,-0.5
"4260","I31","F",26,"Imagery","Unstudied","Wagon",1,-1,-1,-0.5
"4261","I32","F",20,"Imagery","Lure","Abeille",1,0,2,-0.5
"4262","I32","F",20,"Imagery","Studied","Accident",4,1,-1,-0.5
